x2.021040600000000000e+07,1.653232999999999884e+05,2.317000000000000171e+01,2.021040600000000000e+07,1.653233299999999872e+05,2.317000000000000171e+01
2.021040600000000000e+07,1.653233900000000140e+05,2.317000000000000171e+01,2.021040600000000000e+07,1.653234200000000128e+05,2.317000000000000171e+01
2.021040600000000000e+07,1.653234700000000012e+05,2.317000000000000171e+01,2.021040600000000000e+07,1.653235000000000000e+05,2.317000000000000171e+01
2.021040600000000000e+07,1.653235499999999884e+05,2.317999999999999972e+01,2.021040600000000000e+07,1.653235700000000070e+05,2.319000000000000128e+01
2.021040600000000000e+07,1.653236199999999953e+05,2.319000000000000128e+01,2.021040600000000000e+07,1.653236499999999942e+05,2.317000000000000171e+01
2.021040600000000000e+07,1.653236900000000023e+05,2.319000000000000128e+01,2.021040600000000000e+07,1.653237200000000012e+05,2.317999999999999972e+01
2.021040600000000000e+07,1.653237699999999895e+05,2.317999999999999972e+01,2.021040600000000000e+07,1.653237900000000081e+05,2.319000000000000128e+01
2.021040600000000000e+07,1.653238399999999965e+05,2.319000000000000128e+01,2.021040600000000000e+07,1.653238699999999953e+05,2.319000000000000128e+01
2.021040600000000000e+07,1.653239100000000035e+05,2.319000000000000128e+01,2.021040600000000000e+07,1.653239400000000023e+05,2.319000000000000128e+01
2.021040600000000000e+07,1.653239899999999907e+05,2.317999999999999972e+01,2.021040600000000000e+07,1.653240199999999895e+05,2.319000000000000128e+01
2.021040600000000000e+07,1.653240599999999977e+05,2.319000000000000128e+01,2.021040600000000000e+07,1.653240899999999965e+05,2.319000000000000128e+01
2.021040600000000000e+07,1.653241300000000047e+05,2.319000000000000128e+01,2.021040600000000000e+07,1.653241600000000035e+05,2.319000000000000128e+01
2.021040600000000000e+07,1.653242099999999919e+05,2.319000000000000128e+01,2.021040600000000000e+07,1.653242300000000105e+05,2.319999999999999929e+01
2.021040600000000000e+07,1.653242799999999988e+05,2.319000000000000128e+01,2.021040600000000000e+07,1.653243099999999977e+05,2.319000000000000128e+01
2.021040600000000000e+07,1.653243500000000058e+05,2.319000000000000128e+01,2.021040600000000000e+07,1.653243800000000047e+05,2.319000000000000128e+01
2.021040600000000000e+07,1.653244299999999930e+05,2.319999999999999929e+01,2.021040600000000000e+07,1.653244500000000116e+05,2.319999999999999929e+01
2.021040600000000000e+07,1.653245000000000000e+05,2.316000000000000014e+01,2.021040600000000000e+07,1.653245299999999988e+05,2.319000000000000128e+01
2.021040600000000000e+07,1.653245700000000070e+05,2.319000000000000128e+01,2.021040600000000000e+07,1.653246000000000058e+05,2.319999999999999929e+01
2.021040600000000000e+07,1.653246400000000140e+05,2.319000000000000128e+01,2.021040600000000000e+07,1.653246700000000128e+05,2.319999999999999929e+01
2.021040600000000000e+07,1.653247200000000012e+05,2.319000000000000128e+01,2.021040600000000000e+07,1.653247399999999907e+05,2.319000000000000128e+01
2.021040600000000000e+07,1.653247900000000081e+05,2.316000000000000014e+01,2.021040600000000000e+07,1.653248200000000070e+05,2.316000000000000014e+01
2.021040600000000000e+07,1.653248599999999860e+05,2.316000000000000014e+01,2.021040600000000000e+07,1.653248900000000140e+05,2.316000000000000014e+01
2.021040600000000000e+07,1.653249299999999930e+05,2.319999999999999929e+01,2.021040600000000000e+07,1.653249599999999919e+05,2.319999999999999929e+01
2.021040600000000000e+07,1.653250100000000093e+05,2.319999999999999929e+01,2.021040600000000000e+07,1.653250299999999988e+05,2.319999999999999929e+01
2.021040600000000000e+07,1.653250799999999872e+05,2.316000000000000014e+01,2.021040600000000000e+07,1.653251099999999860e+05,2.316000000000000014e+01
2.021040600000000000e+07,1.653251499999999942e+05,2.316000000000000014e+01,2.021040600000000000e+07,1.653251799999999930e+05,2.316000000000000014e+01
2.021040600000000000e+07,1.653252200000000012e+05,2.316000000000000014e+01,2.021040600000000000e+07,1.653252500000000000e+05,2.316000000000000014e+01
2.021040600000000000e+07,1.653252900000000081e+05,2.319999999999999929e+01,2.021040600000000000e+07,1.653253200000000070e+05,2.316000000000000014e+01
2.021040600000000000e+07,1.653253699999999953e+05,2.316000000000000014e+01,2.021040600000000000e+07,1.653253900000000140e+05,2.316000000000000014e+01
2.021040600000000000e+07,1.653254400000000023e+05,2.316000000000000014e+01,2.021040600000000000e+07,1.653254700000000012e+05,2.316000000000000014e+01
